SampleID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273
SI16_S182,0.30929872,0.314663643,0.314663643,0.342726321,0.343388031,0.343388031,0.337559542,0.351620258,0.351620258,0.351620258,0.351620258,0.351620258,0.351620258,0.351620258,0.29469697,0.29469697,0.289524669,0.29469697,0.29469697,0.29469697,0.29469697,0.295137043,0.353865732,0.400103788,0.400103788,0.400103788,0.390468181,0.384899617,0.384899617,0.384899617,0.384899617,0.365245724,0.347946528,0.353865732,0.359877787,0.359877787,0.359877787,0.29562488,0.323768255,0.323768255,0.323768255,0.323768255,0.323768255,0.385847022,0.385847022,0.384899617,0.384899617,0.360624565,0.360624565,0.298288266,0.391235083,0.391235083,0.2394734,0.2394734,0.316161049,0.316161049,0.339892284,0.345502901,0.265241228,0.270126232,0.265241228,0.247722045,0.212060831,0.215509711,0.215509711,0.257878083,0.262252964,0.257878083,0.257878083,0.257878083,0.257878083,0.253662327,0.257407407,0.262252964,0.257878083,0.257878083,0.253662327,0.262252964,0.262252964,0.253662327,0.263050383,0.263050383,0.263050383,0.257878083,0.257878083,0.263050383,0.263050383,0.263050383,0.263050383,0.005128205,0.005128205,0.005128205,0.00255102,0.005128205,0.005128205,0.00255102,0.00255102,0.00255102,0.00255102,0.007731959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SI22_S184,0.314663643,0.320108641,0.320108641,0.325635517,0.326166497,0.326166497,0.320597986,0.357448747,0.357448747,0.357448747,0.357448747,0.357448747,0.357448747,0.357448747,0.310675341,0.310675341,0.305270603,0.310675341,0.310675341,0.310675341,0.310675341,0.311233567,0.342118039,0.381036812,0.381036812,0.381036812,0.390468181,0.384899617,0.384899617,0.384899617,0.384899617,0.365245724,0.347946528,0.353865732,0.359877787,0.359877787,0.359877787,0.290376794,0.323768255,0.323768255,0.323768255,0.323768255,0.323768255,0.366780045,0.366780045,0.365984894,0.365984894,0.342726321,0.342726321,0.283317144,0.373054943,0.373054943,0.22560911,0.22560911,0.310675341,0.310675341,0.345502901,0.351199177,0.260424308,0.265241228,0.260424308,0.243004612,0.207502493,0.210951372,0.210951372,0.252779937,0.257117942,0.252779937,0.252779937,0.252779937,0.252779937,0.248613509,0.252178649,0.257117942,0.252779937,0.252779937,0.248613509,0.257117942,0.257117942,0.248613509,0.257878083,0.257878083,0.257878083,0.252779937,0.252779937,0.257878083,0.257878083,0.257878083,0.257878083,0.007731959,0.007731959,0.007731959,0.005128205,0.00255102,0.007731959,0.005128205,0.005128205,0.005128205,0.005128205,0,0.007731959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SI7_S185,0.314663643,0.320108641,0.320108641,0.325635517,0.326166497,0.326166497,0.320597986,0.357448747,0.357448747,0.357448747,0.357448747,0.357448747,0.357448747,0.357448747,0.310675341,0.310675341,0.305270603,0.310675341,0.310675341,0.310675341,0.310675341,0.311233567,0.342118039,0.381036812,0.381036812,0.381036812,0.390468181,0.384899617,0.384899617,0.384899617,0.384899617,0.365245724,0.347946528,0.353865732,0.359877787,0.359877787,0.359877787,0.290376794,0.323768255,0.323768255,0.323768255,0.323768255,0.323768255,0.366780045,0.366780045,0.365984894,0.365984894,0.342726321,0.342726321,0.283317144,0.373054943,0.373054943,0.22560911,0.22560911,0.310675341,0.310675341,0.345502901,0.351199177,0.260424308,0.265241228,0.260424308,0.243004612,0.207502493,0.210951372,0.210951372,0.252779937,0.257117942,0.252779937,0.252779937,0.252779937,0.252779937,0.248613509,0.252178649,0.257117942,0.252779937,0.252779937,0.248613509,0.257117942,0.257117942,0.248613509,0.257878083,0.257878083,0.257878083,0.252779937,0.252779937,0.257878083,0.257878083,0.257878083,0.257878083,0.007731959,0.007731959,0.007731959,0.005128205,0.00255102,0.007731959,0.005128205,0.005128205,0.005128205,0.005128205,0,0.007731959,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SignOfBellbird_S26,0.314663643,0.320108641,0.320108641,0.336942411,0.337559542,0.337559542,0.3318197,0.357448747,0.357448747,0.357448747,0.357448747,0.357448747,0.357448747,0.357448747,0.299945055,0.299945055,0.29469697,0.299945055,0.299945055,0.299945055,0.299945055,0.300423646,0.347946528,0.393645619,0.393645619,0.393645619,0.397032222,0.3914104,0.3914104,0.3914104,0.3914104,0.371401204,0.353865732,0.359877787,0.365984894,0.365984894,0.365984894,0.290376794,0.318442708,0.318442708,0.318442708,0.318442708,0.318442708,0.379388852,0.379388852,0.378493426,0.378493426,0.354565264,0.354565264,0.293226601,0.385079602,0.385079602,0.234788445,0.234788445,0.310675341,0.310675341,0.345502901,0.351199177,0.260424308,0.265241228,0.260424308,0.243004612,0.207502493,0.210951372,0.210951372,0.252779937,0.257117942,0.252779937,0.252779937,0.252779937,0.252779937,0.248613509,0.252178649,0.257117942,0.252779937,0.252779937,0.248613509,0.257117942,0.257117942,0.248613509,0.257878083,0.257878083,0.257878083,0.252779937,0.252779937,0.257878083,0.257878083,0.257878083,0.257878083,0.00255102,0.00255102,0.00255102,0,0.00255102,0.00255102,0,0,0,0,0.005128205,0.00255102,0.005128205,0.005128205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TeOkaA_S170,0.314663643,0.320108641,0.320108641,0.336942411,0.337559542,0.337559542,0.3318197,0.357448747,0.357448747,0.357448747,0.357448747,0.357448747,0.357448747,0.357448747,0.299945055,0.299945055,0.29469697,0.299945055,0.299945055,0.299945055,0.299945055,0.300423646,0.347946528,0.393645619,0.393645619,0.393645619,0.397032222,0.3914104,0.3914104,0.3914104,0.3914104,0.371401204,0.353865732,0.359877787,0.365984894,0.365984894,0.365984894,0.290376794,0.318442708,0.318442708,0.318442708,0.318442708,0.318442708,0.379388852,0.379388852,0.378493426,0.378493426,0.354565264,0.354565264,0.293226601,0.385079602,0.385079602,0.234788445,0.234788445,0.310675341,0.310675341,0.345502901,0.351199177,0.260424308,0.265241228,0.260424308,0.243004612,0.207502493,0.210951372,0.210951372,0.252779937,0.257117942,0.252779937,0.252779937,0.252779937,0.252779937,0.248613509,0.252178649,0.257117942,0.252779937,0.252779937,0.248613509,0.257117942,0.257117942,0.248613509,0.257878083,0.257878083,0.257878083,0.252779937,0.252779937,0.257878083,0.257878083,0.257878083,0.257878083,0.00255102,0.00255102,0.00255102,0,0.00255102,0.00255102,0,0,0,0,0.005128205,0.00255102,0.005128205,0.005128205,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TeOkaB_S171,0.314663643,0.320108641,0.320108641,0.336942411,0.337559542,0.337559542,0.3318197,0.357448747,0.357448747,0.357448747,0.357448747,0.357448747,0.357448747,0.357448747,0.299945055,0.299945055,0.29469697,0.299945055,0.299945055,0.299945055,0.299945055,0.300423646,0.347946528,0.393645619,0.393645619,0.393645619,0.397032222,0.3914104,0.3914104,0.3914104,0.3914104,0.371401204,0.353865732,0.359877787,0.365984894,0.365984894,0.365984894,0.290376794,0.318442708,0.318442708,0.318442708,0.318442708,0.318442708,0.379388852,0.379388852,0.378493426,0.378493426,0.354565264,0.354565264,0.293226601,0.385079602,0.385079602,0.234788445,0.234788445,0.310675341,0.310675341,0.345502901,0.351199177,0.260424308,0.265241228,0.260424308,0.243004612,0.207502493,0.210951372,0.210951372,0.252779937,0.257117942,0.252779937,0.252779937,0.252779937,0.252779937,0.248613509,0.252178649,0.257117942,0.252779937,0.252779937,0.248613509,0.257117942,0.257117942,0.248613509,0.257878083,0.257878083,0.257878083,0.252779937,0.252779937,0.257878083,0.257878083,0.257878083,0.257878083,0.00255102,0.00255102,0.00255102,0,0.00255102,0.00255102,0,0,0,0,0.005128205,0.00255102,0.005128205,0.005128205,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SI13A_S70,0.30929872,0.314663643,0.314663643,0.342726321,0.343388031,0.343388031,0.337559542,0.351620258,0.351620258,0.351620258,0.351620258,0.351620258,0.351620258,0.351620258,0.29469697,0.29469697,0.289524669,0.29469697,0.29469697,0.29469697,0.29469697,0.295137043,0.353865732,0.400103788,0.400103788,0.400103788,0.390468181,0.384899617,0.384899617,0.384899617,0.384899617,0.365245724,0.347946528,0.353865732,0.359877787,0.359877787,0.359877787,0.29562488,0.323768255,0.323768255,0.323768255,0.323768255,0.323768255,0.385847022,0.385847022,0.384899617,0.384899617,0.360624565,0.360624565,0.298288266,0.391235083,0.391235083,0.2394734,0.2394734,0.316161049,0.316161049,0.339892284,0.345502901,0.265241228,0.270126232,0.265241228,0.247722045,0.212060831,0.215509711,0.215509711,0.257878083,0.262252964,0.257878083,0.257878083,0.257878083,0.257878083,0.253662327,0.257407407,0.262252964,0.257878083,0.257878083,0.253662327,0.262252964,0.262252964,0.253662327,0.263050383,0.263050383,0.263050383,0.257878083,0.257878083,0.263050383,0.263050383,0.263050383,0.263050383,0.005128205,0.005128205,0.005128205,0.00255102,0.005128205,0.005128205,0.00255102,0.00255102,0.00255102,0.00255102,0.007731959,0,0.007731959,0.007731959,0.00255102,0.00255102,0.00255102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SI13B_S71,0.314663643,0.320108641,0.320108641,0.325635517,0.326166497,0.326166497,0.320597986,0.357448747,0.357448747,0.357448747,0.357448747,0.357448747,0.357448747,0.357448747,0.310675341,0.310675341,0.305270603,0.310675341,0.310675341,0.310675341,0.310675341,0.311233567,0.342118039,0.381036812,0.381036812,0.381036812,0.390468181,0.384899617,0.384899617,0.384899617,0.384899617,0.365245724,0.347946528,0.353865732,0.359877787,0.359877787,0.359877787,0.290376794,0.323768255,0.323768255,0.323768255,0.323768255,0.323768255,0.366780045,0.366780045,0.365984894,0.365984894,0.342726321,0.342726321,0.283317144,0.373054943,0.373054943,0.22560911,0.22560911,0.310675341,0.310675341,0.345502901,0.351199177,0.260424308,0.265241228,0.260424308,0.243004612,0.207502493,0.210951372,0.210951372,0.252779937,0.257117942,0.252779937,0.252779937,0.252779937,0.252779937,0.248613509,0.252178649,0.257117942,0.252779937,0.252779937,0.248613509,0.257117942,0.257117942,0.248613509,0.257878083,0.257878083,0.257878083,0.252779937,0.252779937,0.257878083,0.257878083,0.257878083,0.257878083,0.007731959,0.007731959,0.007731959,0.005128205,0.00255102,0.007731959,0.005128205,0.005128205,0.005128205,0.005128205,0,0.007731959,0,0,0.005128205,0.005128205,0.005128205,0.007731959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9A_S67,0.348599905,0.354565264,0.354565264,0.359186422,0.359877787,0.359877787,0.353865732,0.428236902,0.428236902,0.428236902,0.428236902,0.428236902,0.428236902,0.428236902,0.340227212,0.340227212,0.334658701,0.340227212,0.340227212,0.340227212,0.340227212,0.340617716,0.428236902,0.476822491,0.476822491,0.489989286,0.449560578,0.450430225,0.450430225,0.450430225,0.450430225,0.367181359,0.355933488,0.36167333,0.373421023,0.373421023,0.373421023,0.324355896,0.329172993,0.329172993,0.329172993,0.329172993,0.329172993,0.367882438,0.367882438,0.367501819,0.367501819,0.324729799,0.324729799,0.302862209,0.479675618,0.479675618,0.24678114,0.24678114,0.353865732,0.353865732,0.395891303,0.402046784,0.29294406,0.297898602,0.29294406,0.269348102,0.235673245,0.233097897,0.233097897,0.317409384,0.322371062,0.317409384,0.317409384,0.317409384,0.317409384,0.31297923,0.312785863,0.322371062,0.317409384,0.317409384,0.31297923,0.322371062,0.322371062,0.31297923,0.306355165,0.311840873,0.306355165,0.317409384,0.317409384,0.306355165,0.306355165,0.306355165,0.306355165,0.129434143,0.136940907,0.129434143,0.133164356,0.136940907,0.136940907,0.133164356,0.133164356,0.133164356,0.133164356,0.136940907,0.136940907,0.136940907,0.136940907,0.133164356,0.133164356,0.133164356,0.136940907,0.136940907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9B_S68,0.354565264,0.360624565,0.360624565,0.365245724,0.365984894,0.365984894,0.359877787,0.421618946,0.421618946,0.421618946,0.421618946,0.421618946,0.421618946,0.421618946,0.334658701,0.334658701,0.340227212,0.334658701,0.334658701,0.334658701,0.334658701,0.335007098,0.434964699,0.476822491,0.476822491,0.489989286,0.442545907,0.443355982,0.443355982,0.443355982,0.443355982,0.361397448,0.350280284,0.355933488,0.367501819,0.367501819,0.367501819,0.329841604,0.334658701,0.334658701,0.334658701,0.334658701,0.334658701,0.373847797,0.373847797,0.373421023,0.373421023,0.330256676,0.330256676,0.307923874,0.479675618,0.479675618,0.242160144,0.242160144,0.347946528,0.347946528,0.402046784,0.408300752,0.297898602,0.302924176,0.297898602,0.274198885,0.240423496,0.237914817,0.237914817,0.323062588,0.316760444,0.323062588,0.323062588,0.323062588,0.323062588,0.318575608,0.318510371,0.316760444,0.323062588,0.323062588,0.318575608,0.316760444,0.316760444,0.318575608,0.311840873,0.317409384,0.311840873,0.323062588,0.323062588,0.311840873,0.311840873,0.311840873,0.311840873,0.133164356,0.133164356,0.133164356,0.136940907,0.140764665,0.140764665,0.136940907,0.136940907,0.136940907,0.136940907,0.140764665,0.140764665,0.140764665,0.140764665,0.136940907,0.136940907,0.136940907,0.140764665,0.140764665,0.00255102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9C_S69,0.348599905,0.354565264,0.354565264,0.359186422,0.359877787,0.359877787,0.353865732,0.428236902,0.428236902,0.428236902,0.428236902,0.428236902,0.428236902,0.428236902,0.340227212,0.340227212,0.334658701,0.340227212,0.340227212,0.340227212,0.340227212,0.340617716,0.428236902,0.476822491,0.476822491,0.489989286,0.449560578,0.450430225,0.450430225,0.450430225,0.450430225,0.367181359,0.355933488,0.36167333,0.373421023,0.373421023,0.373421023,0.324355896,0.329172993,0.329172993,0.329172993,0.329172993,0.329172993,0.367882438,0.367882438,0.367501819,0.367501819,0.324729799,0.324729799,0.302862209,0.479675618,0.479675618,0.24678114,0.24678114,0.353865732,0.353865732,0.395891303,0.402046784,0.29294406,0.297898602,0.29294406,0.269348102,0.235673245,0.233097897,0.233097897,0.317409384,0.322371062,0.317409384,0.317409384,0.317409384,0.317409384,0.31297923,0.312785863,0.322371062,0.317409384,0.317409384,0.31297923,0.322371062,0.322371062,0.31297923,0.306355165,0.311840873,0.306355165,0.317409384,0.317409384,0.306355165,0.306355165,0.306355165,0.306355165,0.129434143,0.136940907,0.129434143,0.133164356,0.136940907,0.136940907,0.133164356,0.133164356,0.133164356,0.133164356,0.136940907,0.136940907,0.136940907,0.136940907,0.133164356,0.133164356,0.133164356,0.136940907,0.136940907,0,0.00255102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
